"","CLAY","SILT","SAND","field_name","sample_uuid","TEXCLASS"
"422",11.34,21.34,67.32,"HAEFNER-HAEFNER-Corn","aa03000c-c1d1-4448-9d78-ebdd18e117ce","SL"
"423",19,75,6,"StephenFarms_BradKuegel","aa7070dc-4b79-4349-894c-2b6164e6763e","SIL"
"424",29.85,62.27,7.88,"field-ne-001","aac394f3-891d-4478-a8c0-e8bd9d3ade73","SICL"
"425",26.8,69.2,4,"Roses south of creek","ab16b48f-97c4-4fe9-8563-c00f605d6e04","SIL"
"426",26.8,69.2,4,"Sheep and Garsons","ac2cc435-8468-4700-9be1-9949265072af","SIL"
"427",21,51.5,27.5,"MORRISSEY, JOE-JOE MORRIS-N 40-Corn","aca317c1-e92b-4548-9b53-60eb782e2520","SIL"
"428",28.6,64.1,7.3,"488 clone","acb813da-100d-49e7-a303-1bd720fa74bc","SICL"
"429",41.954,40.508,17.538,"Husteds South","adcca313-3e73-4515-9132-1ca32926e178","SIC"
"430",16.8,33.6,49.6,"SEED-544-Soybeans","ae07ffc1-e171-4e83-b1be-916ac4db065a","L"
"431",27.4,68.6,4,"Home farm","aeae8396-4c4b-452a-91f1-354f7f8f157e","SIL"
"432",19.1,38.759,42.141,"Home Farm West","af25fe0a-690d-42ae-9354-b01bd550c07f","L"
"433",29.92,55.16,14.92,"OwlRidgeBig230-1","af260950-03a5-494b-aeeb-2c3e39733c17","SICL"
"434",31.56,63.94,4.5,"west field","afb4ce74-dd0e-4982-847b-1adf764c09fc","SICL"
"435",32.682,57.318,10,"corn 19-02 ","aff72752-27ae-4242-a6d6-0490a9d5a301","SICL"
"436",18,77,5,"StephenFarms_HomeFarm","b117eb94-a837-43a1-aeb0-88e4528d41e1","SIL"
"437",28.34,68.66,3,"Hahnaman","b17d3edd-7cbd-4c41-846c-e23e3c2b2add","SICL"
"438",23.16,71.84,5,"Burrus Seed Farms - BT Plot  - Boundary","b23cb997-e596-4fd6-a4ca-74f17d2228ca","SIL"
"439",22.3465346534653,31.4643564356436,46.1891089108911,"stevenson","b2d3cfde-058a-488b-9ebc-af861eb86497","L"
"440",35.8233333333333,45.4933333333333,18.6833333333333,"Dawson Farms - 2016 Doug C","b32f4e89-c108-4145-a3c6-3b6a42099109","SICL"
"441",18,71,11,"StephenFarms_KaelinFarm","b36a6bf3-bec9-420d-a58b-42f4d43b853e","SIL"
"442",26.8,69.2,4,"Maytown Buildings_NO Product_1_poly","b380e644-d9b6-4e3c-9ce4-07bd43d4a437","SIL"
"443",27.65,47.145,25.205,"James Rodman_Courtney's_Big Field_2019_296L4_1","b39064ea-784d-40f9-a4b6-d649c45a9d68","CL"
"444",23,45,32,"rawson","b3a22bf1-5854-4623-a5a1-271c776da4f8","L"
"445",24,66,10,"Don Masterson - Don - Mont 09","b4cc9f2a-14fb-450a-8bdb-74ea9a845759","SIL"
"446",24.0233333333333,58.2266666666667,17.75,"field-ne-001","b529f6c9-a77e-44e6-912a-8dde686e36ac","SIL"
"447",18.5,43.5,38,"Essary-CherryFarms_JimBob_JimBob1","b579e5dd-fde9-40ff-8018-395b0845438e","L"
"448",28.6,64.1,7.3,"west 85","b69c5752-fe8d-47fa-abdd-8fda1fc0c1ac","SICL"
"449",11.47,16.41,72.12,"Smith Shrader East Yield","b6e3ef12-3784-4809-adf3-aa5b8f297d6f","SL"
"450",28.6,64.1,7.3,"west 85 clone","b7220c72-95ad-4f0b-b2aa-7bec58afac1b","SICL"
"451",13.45,77.1,9.45,"1-000393acfield","b820c24c-0490-4618-9337-c4c6262d9588","SIL"
"452",39,53,8,"Korb West 80","b865fd50-8352-4c35-ade8-41fb885b4df6","SICL"
"453",27.71,47.52,24.77,"Korb West 80","b882384c-9d54-4264-a53c-cf93b5d2741e","CL"
"454",20.81,49.365,29.825,"field-ne-001","b8a6631a-937b-4742-ad17-b97b82f31dc1","L"
"455",13.45,77.1,9.45,"1-000318ACBYCREEK","b9319339-dfa5-405e-849f-25f31fc0a037","SIL"
"456",32.15,40.4533333333333,27.3966666666667,"Armbruster","b9a747e5-f72f-4ea2-bef8-f16fa07eb069","CL"
"457",23.58,46.85,29.57,"LT Till - Corn-Bean Conv Till","ba578d54-287f-4d35-8daa-f4748a649f04","L"
"458",13.45,77.1,9.45,"1-0008NEXTTOROBERT","ba9f2a85-fdd1-4a9c-b6d6-7cf5a9ddc1b4","SIL"
"459",5,5.1,89.9,"field-ne-001","bb8aa0e9-a5ef-4213-8947-8fdfea962c94","S"
"460",27.62,69.38,3,"Johnson . ","bbf11abe-a6d1-43e4-b9fc-abeaee2f3b36","SICL"
"461",27.62,69.38,3,"Maytown Buildings_NO Product_1_poly","bc5a7aad-6bb7-4257-a231-571dedad46a1","SICL"
"462",28.9,62.72,8.38,"Home farm","bc7e8f3c-cc3b-4271-bbdd-31bc58dfff55","SICL"
"463",26.8,69.2,4,"turner south","bca9e94a-594f-4e79-86d9-2433d0eafaeb","SIL"
"464",41.954,40.508,17.538,"Husteds South","bceedde5-a254-406f-8a37-3bb14626aa7f","SIC"
"465",11.34,21.34,67.32,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","bd7cecf3-1dc3-4870-88da-0da1509906b5","SL"
"466",13.5757575757576,30.010101010101,56.4141414141414,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","bdaea2ec-67c8-43ef-8bc1-401c3aa941e0","SL"
"467",4.31427609427609,14.8271043771044,80.8586195286195,"Kelsey Home East Harvest","bee50f72-8559-4dff-b580-b5c5d00542dd","LS"
"468",16.8,33.6,49.6,"SEED-544-Soybeans","bf2942f2-1e5d-4845-8ff3-6e2edc28d1ae","L"
"469",24.5,58.5,17,"SEED-516-Soybeans","bf577ca3-3336-418a-a30e-2e97ecd2cc5e","SIL"
"470",27.72,40.76,31.52,"Sallys building","bfa8471f-9a9d-48f4-bccb-c97dc6238af3","CL"
"471",38.9466666666667,47.7233333333333,13.33,"James Rodman_Courtney's_Big Field_2019_296L4_1","bfee28b4-a635-4918-9f95-faf71f084b5c","SICL"
"472",11.34,21.34,67.32,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","c055072e-513e-44ac-a8fc-e0dc7328f457","SL"
"473",28.48,63.81,7.71,"house","c07d3b1e-e48e-45c7-ac1e-4b9a281b2e0d","SICL"
"474",11.34,21.34,67.32,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","c0aaf253-9534-48ea-bb5a-5d1ef0d60696","SL"
"475",1,3,96,"Smith Scott South Yield","c0c39ec0-7c24-41f0-b886-7d00fa0fa1d5","S"
"476",28.6,64.1,7.3,"west field","c0f3c532-ee0d-468c-a68c-4e5836ffa3b2","SICL"
"477",31.77,60.46,7.77,"519 clone","c148eaa7-9598-4137-a1c3-1039e6e94625","SICL"
"478",41.74,36.64,21.62,"Greg's","c2390f50-0d9a-4ce5-a63a-33a1cf483b11","C"
"479",13.5757575757576,30.010101010101,56.4141414141414,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","c2bf76e8-86f3-4c04-9a78-81da15aaa0fb","SL"
"480",29.34,69.66,1,"Kaul East","c39b653c-193e-496c-a27c-c827236454c1","SICL"
"481",26.8,69.2,4,"Hahnaman","c428cfb2-aa56-4165-8063-8ac40d3a855f","SIL"
"482",27.72,40.76,31.52,"526 clone","c51f08bf-0280-4245-8b44-e23f1c406e6b","CL"
"483",16.8,33.6,49.6,"BOB & WENDY Field 557","c56937bd-f0ac-4c08-85e5-c596f5111c23","L"
"484",28.6,64.1,7.3,"519 clone","c5b6d1d0-f345-48cc-b988-a4ba6a5c41cf","SICL"
"485",26.8,69.2,4,"Johnson . ","c5bcdecf-5ef3-45da-b43f-ffdd24daff18","SIL"
"486",30.16,42.08,27.76,"Haelys","c5fb4b2a-d510-4bba-8956-2a45fbc88f1e","CL"
"487",31.4991919191919,50.6979797979798,17.8028282828283,"Eldons","c72b12a2-85de-4923-9fa7-5058363ff324","SICL"
"488",11.34,21.34,67.32,"523 clone","c7310683-e44f-40c1-bb4d-22f8ba80e234","SL"
"489",25.065,67.135,7.8,"house","c7f5c2c6-8d52-4f6f-a0dc-a579f78d1d90","SIL"
"490",35.05,59.95,5,"Moore 80","c8d7204e-e862-4eaf-a873-13a7c700b483","SICL"
"491",23.58,46.85,29.57,"fallow syndyome study","c90f8749-32ea-4942-9cb9-b9a7a1b4e7d3","L"
"492",18.5,43.5,38,"Essary-CherryFarms_JimBob_JimBob1","c921244d-1bdc-4e96-930b-c4fe086cbdf3","L"
"493",30.69,64.64,4.67,"west 85","c951bda9-5273-43bf-9baf-11482eceaadb","SICL"
"494",4,15,81,"Smith Shrader East Yield","cad980cf-17f6-4bdd-8f34-24d71712c166","LS"
"495",27.72,40.76,31.52,"Hamblock South Field","cadd0d84-bd0d-41ba-a31a-d2980a6e4ba4","CL"
"496",16.59,28.42,54.99,"Zechiel McGee House Harvest","cb01ae7f-7771-43bf-9b87-699c9f63831a","SL"
"497",25.83,49.88,24.29,"LT Till - CoC Conv Till","cb360722-5631-46ba-bcf7-8061a7de8bc8","L"
"498",28.6,64.1,7.3,"488 clone","cb386e02-7518-41d3-abab-b1cf5c4a2cbf","SICL"
"499",8.86666666666667,14.7733333333333,76.36,"Hulmes South Big Pivot Harvest","cc0d4ecc-3240-4bed-9be9-065fb43f9026","SL"
"500",16,76,8,"Burrus Seed Farms - HBK  - Boundary","cc10f270-c467-48ae-848f-810bf9a5db73","SIL"
"501",31.77,60.46,7.77,"Killen N 64","cc6a6d99-c879-46e4-82e2-a67cd62aaa93","SICL"
"502",41.954,40.508,17.538,"Rosener","ccec64d4-752f-4717-8955-6294acfafac7","SIC"
"503",18.7,32.22,49.08,"Smith Carlson Big Yield","ccf8a64d-4260-423d-b5a0-7640a71ca35b","L"
"504",26.8,69.2,4,"north bins","ccfa3176-453c-4c34-afe8-3c25bae6691e","SIL"
"505",31.77,60.46,7.77,"519 clone","cd4be66d-a66a-4af4-b746-ba10c44e4bb9","SICL"
"506",24.38,68.02,7.6,"house","cd72b04c-59c6-4f5b-9b53-f01193bdd574","SIL"
"507",30.69,64.64,4.67,"east 80","ce3d3c70-7f27-4730-b355-8bce7126e7b7","SICL"
"508",31,60,9,"Rockville 80","cea81270-b572-4f4a-b124-58c18e044bc8","SICL"
"509",31.97,66.291,1.739,"east 80","cea82896-f3e9-4515-82f3-35487855e834","SICL"
"510",38.25,56.75,5,"Moore 80","cf222298-6cee-4e61-8543-1621fe89ab05","SICL"
"511",32.4545454545455,43.6363636363636,23.9090909090909,"yale","cf6136bf-9daa-45e6-a129-d1db03a8b26f","CL"
"512",26.81,55.47,17.72,"SEED-516-Soybeans","cf684722-020b-44c8-898c-0ce404692a36","SIL"
"513",26.8,69.2,4,"turner south","d07137e6-465c-4438-853d-b5cb4d92ed43","SIL"
"514",21,51.5,27.5,"SEED-517-Soybeans","d08d4deb-b9e1-44fe-ab99-13a1defd2562","SIL"
"515",27.72,40.76,31.52,"Hamblock South Field","d169388a-2f3a-48df-8690-22ad1cd4f37c","CL"
"516",12.8,40.2,47,"3-4-5","d1a95147-84fd-4f2d-ac69-0ac4e3856180","L"
"517",4,15,81,"Smith Shrader East Yield","d2087a0d-ea7e-44aa-b797-c6272e8e37bb","LS"
"518",27.72,40.76,31.52,"Route 40","d213ef9b-5959-4c59-8402-7d9b6b7ef875","CL"
"519",26.8,69.2,4,"Rose's North of Creek_NO Product_1_poly","d28daef5-7cc7-4064-816c-53c333529ace","SIL"
"520",13.5757575757576,30.010101010101,56.4141414141414,"HAEFNER-HAEFNER-Corn","d2cf35e6-ffd6-4c55-b788-0d28d9b4fbad","SL"
"521",14.5,68.5,17,"BHackman Brian Hackman - Brian House","d2f40ddb-bc31-49e5-a387-a2de8231fb52","SIL"
"522",34.1,57.37,8.53,"Sweet - Sweet","d3178d62-af8f-46a0-af9b-f3f858a45a11","SICL"
"523",26.8,69.2,4,"Johnson . ","d363315c-c074-40d1-adf6-9992b0c3af6d","SIL"
"524",17.17,28.55,54.28,"Haelys","d45513b1-7af7-490e-a3fc-53df6ae6d745","SL"
"525",30.69,64.64,4.67,"north bins","d46b410a-4832-42a8-b454-1e97d80402f5","SICL"
"526",17.5733333333333,74.76,7.66666666666667,"1-0003little30","d4f0d200-7e21-4b0c-982d-4199fd777bed","SIL"
"527",29.3069306930693,66.3762376237624,4.31683168316832,"D Durdan Arnez","d5d8948b-0087-4060-9dd4-cd44abf5ab65","SICL"
"528",20.505,34.51,44.985,"yale","d5f3df40-82e7-4f23-ba49-0c275f2bdeb3","L"
"529",21.36,40.52,38.12,"SEED-516-Soybeans","d6fcb8e7-574b-47fb-948c-b2283af7d5eb","L"
"530",13.5757575757576,30.010101010101,56.4141414141414,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","d6fd9f85-33f7-42b5-ad56-67ddedbd5377","SL"
"531",11.34,21.34,67.32,"523 clone","d7c427de-7742-4b58-870f-602703aa5fa6","SL"
"532",16.8,33.6,49.6,"SEED-544-Soybeans","d8305900-026d-424b-8ee3-30c5b78a0eae","L"
"533",31,60,9,"Rockville 80","d854bb7e-2c32-45c3-a54e-b3801592026c","SICL"
"534",17.5733333333333,74.76,7.66666666666667,"1-000830ac","d8aaf52e-8cbb-4bd5-8a78-77fb556cffe5","SIL"
"535",33.020202020202,55.1111111111111,11.8686868686869,"F1","d902862b-6cce-4563-aba7-2b0345cf33d0","SICL"
"536",24.38,68.02,7.6,"house","d9687899-2aac-4a59-9cac-a285bfac5c20","SIL"
"537",25.83,49.88,24.29,"atl florida west","d97f22d2-5675-4903-86b5-3e73c0f8677f","L"
"538",13.45,77.1,9.45,"21-000124creek","d99135f8-ada7-4851-a2a8-b6e8c882996e","SIL"
"539",37.125,57.875,5,"Killen N 64","d9af03d3-bbdc-46ac-bb49-d73539e2ded1","SICL"
"540",26.33,65.67,8,"Pine Creek","da08a006-bbe1-46e9-ae6f-bc3e87eb6b0d","SIL"
"541",31.97,66.291,1.739,"Roses south of creek","dab9c149-afc8-45c8-9609-0b39d6bb631a","SICL"
"542",13.5757575757576,30.010101010101,56.4141414141414,"523 clone","dbcad668-df2b-41fa-a9ae-fc7ac705b895","SL"
"543",27.6767676767677,53.7979797979798,18.5252525252525,"OwlRidgeBig230-1","dbebe7c8-cf45-4ab8-ab82-d05812b9218d","SICL"
"544",19,75,6,"StephenFarms_HomeFarm","dbec96c3-33ce-48ef-8c9f-0160094b19cf","SIL"
"545",31,60,9,"Rockville 80","dd0575f9-f941-457f-8a3f-31c0c27b73b5","SICL"
"546",11.34,21.34,67.32,"north of ditch","dd3bbd2a-1ed6-4e45-9126-8d7a19e12e11","SL"
"547",25.065,67.135,7.8,"house","dde3bb98-ad40-43c4-9881-0d3f93cb3f35","SIL"
"548",21,75,4,"turner south","ddfb8dc1-8831-4845-befd-5d3df5c5226a","SIL"
"549",41.954,40.508,17.538,"Husteds South","de97e71e-9a12-4b66-98b5-be1d570d336d","SIC"
"550",25.065,67.135,7.8,"house","de9a7340-6586-49e2-88a4-e07acaab82ff","SIL"
"551",27.72,40.76,31.52,"Hamblock South Field","dee5a52d-8fdf-4582-87a5-2d8170dba29d","CL"
"552",18,77,5,"1-000393acfield","deea3537-e74e-4030-ab01-bc58fdd6df7f","SIL"
"553",23.58,46.85,29.57,"fallow syndyome study","df3ebaa9-0365-46a2-ba06-bf2e3bcc0f64","L"
"554",26.8,69.2,4,"Pine Creek","df843c92-c946-4aff-b60a-3b7616c7bfde","SIL"
"555",38.25,56.75,5,"Moore 80","dfaa6f5a-7496-4474-95ed-69f5963aaef3","SICL"
"556",29.02,65.98,5,"D Durdan Arnez","e027d422-6956-4aa8-ac88-1530a49daaf7","SICL"
"557",30.56,64.44,5,"north bins","e05b3888-06c2-49af-a2c2-76220157c560","SICL"
"558",22,50.5,27.5,"SEED-516-Soybeans","e12df3cb-51e5-4d3d-aeba-fae5cf089afc","SIL"
"559",38.9466666666667,47.7233333333333,13.33,"James Rodman_Courtney's_Big Field_2019_296L4_1","e140688b-0d04-4812-a9af-ad1c75d45eb2","SICL"
"560",22.2,58.8,19,"atl morse east","e1bbc9aa-0a03-4d7d-b2ce-d9d7386795b4","SIL"
"561",20.4,42.09,37.51,"nop","e1d82d9a-73e3-4807-b385-07a9c98114c3","L"
"562",26.74,60.675,12.585,"soy 19-01","e23871cb-0469-4f89-be9f-902c075169df","SIL"
"563",33.020202020202,55.1111111111111,11.8686868686869,"paul jacobsons","e26a7003-3a4a-43f9-9a8b-765888ee0824","SICL"
"564",24.5,58.5,17,"SEED-516-Soybeans","e2cedf57-f90c-4c59-9feb-c028d812171c","SIL"
"565",27.72,40.76,31.52,"BOB & WENDY Field 557","e30cbb7e-cb01-4e98-8469-1c53fe5569d5","CL"
"566",31.97,66.291,1.739,"west field","e4a6dbb8-3597-41ad-bba3-3adb6d68117a","SICL"
"567",26.8,69.2,4,"shiley north of 64","e4b51ca0-c0fc-4c7d-8fb5-cb37dc4517e8","SIL"
"568",17.5,41.5,41,"Essary-CherryFarms_JimBob_JimBob1","e51c7147-fdd0-44de-9625-05c02e231ec4","L"
"569",13.7,30.55,55.75,"HAEFNER-HAEFNER-Corn","e5d8b79b-a434-43d4-8619-864e4a773178","SL"
"570",23.58,46.85,29.57,"LT Till - CoC Conv Till","e6288e62-7eeb-4dde-a938-1a8041fb3f7f","L"
"571",13.7,30.55,55.75,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","e65c375f-2a17-4d08-837a-251493114bdc","SL"
"572",35.8233333333333,45.4933333333333,18.6833333333333,"Stan Steed_Stan's_East of Bins_2019_264L4_1","e66bb093-9b0e-4526-837d-0557c9908cf7","SICL"
"573",26.8,69.2,4,"turner south","e6c8eda4-f736-4177-996c-9df49a4d0508","SIL"
"574",35.8233333333333,45.4933333333333,18.6833333333333,"Matthew King_Two Daisy Farm_North Field_2018_6365AM_1","e6d25806-051c-4530-ac81-aff1ac3cdae6","SICL"
"575",25.065,67.135,7.8,"house","e6dbecc0-e9d2-4d43-8928-29c7dd747826","SIL"
"576",25.065,67.135,7.8,"house","e71bb769-cf7e-4f18-94d6-cf6d50ac665e","SIL"
"577",16.8,33.6,49.6,"526 clone","e71c77f6-44aa-483d-9e7c-a91fea3d47ee","L"
"578",32.682,57.318,10,"soy 19-19","e723def7-0e5e-428d-bd3d-3d23d1f12b5a","SICL"
"579",23.58,46.85,29.57,"LT Till - Corn-Bean Conv Till","e7c752ca-6abd-486b-9aa0-f2c689714c3f","L"
"580",41.74,36.64,21.62,"Husteds South","e7dde7e1-9dda-440b-805e-4934193872c7","C"
"581",20.7234042553191,74.2765957446808,5,"haines","e99e7cb0-8c2b-433b-969b-1c2995b4e660","SIL"
"582",24,73,3,"Burrus Seed Farms - HWT  - Boundary","e9c660a2-dea2-4373-9fe7-1922bfddca49","SIL"
"583",16.8,33.6,49.6,"526 clone","ea1fe8dd-c989-4451-a5df-e13e9c9f1675","L"
"584",18.5,76.5,5,"1-000393acfield","ed3a32f9-d339-4ff9-91d5-a251b105353a","SIL"
"585",24.6,65.4,10,"Rockville 80","ed4ea6d1-0455-4600-86e0-789f3b9768a6","SIL"
"586",22.4,41.6,36,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","ed6f9ab0-4222-4b4f-9012-6d1b656d7478","L"
"587",28.48,63.81,7.71,"house","edbff287-171b-47ff-87fd-e395db6dacf7","SICL"
"588",28.6,64.1,7.3,"519 clone","ef5db779-3994-4a21-96c8-4e8e8eeecd82","SICL"
"589",35.8233333333333,45.4933333333333,18.6833333333333,"Matthew King_Two Daisy Farm_North Field_2018_6365AM_1","ef8922ef-814c-497d-9c7a-02a9b6f1aefc","SICL"
"590",29.1919191919192,65.8080808080808,5,"north bins","f0ac8831-d935-4b41-8120-513442904ce3","SICL"
"591",31,59.99,9.01,"LT Field 3","f12337b0-e4ea-42fa-a5c5-9c2a9ab4109b","SICL"
"592",32.4545454545455,43.6363636363636,23.9090909090909,"yale","f2adc2e4-3272-48e6-ab38-30b818cf9623","CL"
"593",26.8,69.2,4,"Maytown North 80_NO Product_1_poly","f31c7108-fda7-4f99-8d9b-57b05ad543f1","SIL"
"594",24.38,68.02,7.6,"house","f35a4f0f-023f-4078-b6e4-d869a8a842e9","SIL"
"595",21,51.5,27.5,"Haelys","f3b2ec35-31df-46e8-b6b4-b9b52e2ebe22","SIL"
"596",9.1,16.8554455445545,74.0445544554455,"Smith Luhnow Plot Yield","f3c4ec60-1a71-4d75-996e-0b12b1b84f6f","SL"
"597",32.682,57.318,10,"soy 19-01","f438fbac-93dc-4579-b2fe-9ff56d6417d0","SICL"
"598",25.065,67.135,7.8,"house","f479bd00-7894-425f-bf89-540e69ee4029","SIL"
"599",22.4,41.6,36,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","f52aca00-f000-4e82-b974-4474c0f54858","L"
"600",20.81,49.365,29.825,"field-ne-001","f554c383-3ab2-4cf3-8fa0-c9ed32a02a51","L"
"601",13.7,30.55,55.75,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","f59903b9-ac2f-48ba-94cf-70527f644ec1","SL"
"602",27.72,40.76,31.52,"Route 40 Midell Farm","f6c24b77-9df4-4efd-83cb-bf473d62277a","CL"
"603",27.4,68.6,4,"South of House","f6e846ce-a226-4c58-84fd-aa9705377883","SIL"
"604",33.020202020202,55.1111111111111,11.8686868686869,"marv jacobsons","f77cfa9e-6f22-410f-b3aa-8ed4578fd2f2","SICL"
"605",16,72,12,"1-00083CORNERXCREEK","f7adde3d-c8cc-4fdb-9dc5-95643c77d43d","SIL"
"606",30.69,64.64,4.67,"west field","f7c50bd3-c6a3-44b1-91a0-676a556b67b2","SICL"
"607",38.25,56.75,5,"Moore 80","f81cd50c-1aa8-48f3-b54a-6da30e8bd8c4","SICL"
"608",27.72,40.76,31.52,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","f82a10cc-4b40-4071-964b-f189b3310941","CL"
"609",2,3,95,"523 clone","f82fbd00-7fda-4895-b308-90514a78b854","S"
"610",28.525,69.145,2.33,"cental il college","f880f884-3e44-448f-9d14-061248bd4adf","SICL"
"611",18,77,5,"StephenFarms_HomeFarm","f8d4ea2d-0946-4ff8-b28d-67ed06ee8107","SIL"
"612",13.45,77.1,9.45,"1-0003FIELDSBYDRIVE","f91378e5-f717-4d9f-82af-26a68c98a5c7","SIL"
"613",22.5,37.5,40,"BOB & WENDY Field 557","f924b417-fba2-4a21-a7f1-023cc47c61b2","L"
"614",23.1852941176471,72.5147058823529,4.3,"south","f9feac04-e165-48b5-8fe4-072c035766d7","SIL"
"615",28.69,67.31,4,"wales","fa6c811a-d693-4b96-893a-ca08ec54b40d","SICL"
"616",23.54,37.66,38.8,"Cragen Jerry's Place - JP North Levee","faddbef0-0841-4b16-bb7e-cab2152950d4","L"
"617",27.72,40.76,31.52,"Route 40","fb169750-52f7-421b-adc1-389ecd15db22","CL"
"618",30.5,58.5,11,"WRIGLEY-MGW-WRIGLEY-Soybeans","fb1cacc9-8ed8-4c79-8df7-7619ac65cdda","SICL"
"619",28.69,67.31,4,"Johnson . ","fbb4f382-738d-49ce-bf47-2b81d94e4643","SICL"
"620",18.0990099009901,75.9009900990099,6,"Home farm","fbd2059f-b09d-4edd-ab5b-976edc80489f","SIL"
"621",13.5757575757576,30.010101010101,56.4141414141414,"523 clone","fc554934-4be2-487e-a777-0acc896a9abc","SL"
"622",22.4,41.6,36,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","fcf9d2d2-e460-4953-8a34-19a548621d80","L"
"623",23.58,46.85,29.57,"LT Till - Corn-Bean Conv Till","fe7dea62-c071-46c1-8770-4f6f189eed55","L"
"624",28.48,63.81,7.71,"house","fe9fb9f6-db22-4c43-8ad3-681d6099eda2","SICL"
"625",12.32,25.14,62.54,"Zechiel McGee House Harvest","fef0f1ba-8d03-4f6f-943e-f51c3df8be73","SL"
"626",30,60,10,"Burrus Seed Farms - BSFW  - Boundary","fefd4c70-2260-4071-8a3a-3f82ab152601","SICL"
"627",12.72,19.62,67.66,"Kelsey Cannon Harvest","ff86fd84-8717-48db-87d7-a28f6860a31f","SL"
